"WorkID","CardName","CardNumber","Date","ProjectSeries","Medium","RarityOrCardType","PrintedSetNumber","FileName","LocalImagePath","ImageExists","DetailPage","SourceImageURL"
"RE-011768","Alexandrinus Reflection","212","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 212 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 212 - Alexandrinus Reflection.jpg","True","cards/RE-011768.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20212%20-%20Alexandrinus%20Reflection.jpg"
"RE-011769","Alexandrinus Reflection","213","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 213 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 213 - Alexandrinus Reflection.jpg","True","cards/RE-011769.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20213%20-%20Alexandrinus%20Reflection.jpg"
"RE-011770","Alexandrinus Reflection","214","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 214 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 214 - Alexandrinus Reflection.jpg","True","cards/RE-011770.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20214%20-%20Alexandrinus%20Reflection.jpg"
"RE-011771","Alexandrinus Reflection","215","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 215 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 215 - Alexandrinus Reflection.jpg","True","cards/RE-011771.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20215%20-%20Alexandrinus%20Reflection.jpg"
"RE-011772","Alexandrinus Reflection","216","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 216 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 216 - Alexandrinus Reflection.jpg","True","cards/RE-011772.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20216%20-%20Alexandrinus%20Reflection.jpg"
"RE-011773","Alexandrinus Reflection","217","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 217 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 217 - Alexandrinus Reflection.jpg","True","cards/RE-011773.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20217%20-%20Alexandrinus%20Reflection.jpg"
"RE-011774","Alexandrinus Reflection","218","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 218 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 218 - Alexandrinus Reflection.jpg","True","cards/RE-011774.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20218%20-%20Alexandrinus%20Reflection.jpg"
"RE-011775","Alexandrinus Reflection","219","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 219 - Alexandrinus Reflection.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 219 - Alexandrinus Reflection.jpg","True","cards/RE-011775.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20219%20-%20Alexandrinus%20Reflection.jpg"
"RE-011776","Extratron Gallexyz","220","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 220 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 220 - Extratron Gallexyz.jpg","True","cards/RE-011776.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20220%20-%20Extratron%20Gallexyz.jpg"
"RE-011777","Extratron Gallexyz","221","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 221 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 221 - Extratron Gallexyz.jpg","True","cards/RE-011777.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20221%20-%20Extratron%20Gallexyz.jpg"
"RE-011778","Extratron Gallexyz","222","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 222 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 222 - Extratron Gallexyz.jpg","True","cards/RE-011778.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20222%20-%20Extratron%20Gallexyz.jpg"
"RE-011779","Extratron Gallexyz","223","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 223 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 223 - Extratron Gallexyz.jpg","True","cards/RE-011779.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20223%20-%20Extratron%20Gallexyz.jpg"
"RE-011780","Extratron Gallexyz24","224","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 224 - Extratron Gallexyz24.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 224 - Extratron Gallexyz24.jpg","True","cards/RE-011780.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20224%20-%20Extratron%20Gallexyz24.jpg"
"RE-011781","Extratron Gallexyz","225","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 225 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 225 - Extratron Gallexyz.jpg","True","cards/RE-011781.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20225%20-%20Extratron%20Gallexyz.jpg"
"RE-011782","Extratron Gallexyz","226","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 226 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 226 - Extratron Gallexyz.jpg","True","cards/RE-011782.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20226%20-%20Extratron%20Gallexyz.jpg"
"RE-011783","Extratron Gallexyz","227","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 227 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 227 - Extratron Gallexyz.jpg","True","cards/RE-011783.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20227%20-%20Extratron%20Gallexyz.jpg"
"RE-011784","Extratron Gallexyz","228","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 228 - Extratron Gallexyz.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 228 - Extratron Gallexyz.jpg","True","cards/RE-011784.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20228%20-%20Extratron%20Gallexyz.jpg"
"RE-011785","Fetal Fraxulus","229","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 229 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 229 - Fetal Fraxulus.jpg","True","cards/RE-011785.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20229%20-%20Fetal%20Fraxulus.jpg"
"RE-011786","Fetal Fraxulus","230","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 230 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 230 - Fetal Fraxulus.jpg","True","cards/RE-011786.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20230%20-%20Fetal%20Fraxulus.jpg"
"RE-011787","Fetal Fraxulus","231","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 231 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 231 - Fetal Fraxulus.jpg","True","cards/RE-011787.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20231%20-%20Fetal%20Fraxulus.jpg"
"RE-011788","Fetal Fraxulus","232","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 232 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 232 - Fetal Fraxulus.jpg","True","cards/RE-011788.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20232%20-%20Fetal%20Fraxulus.jpg"
"RE-011789","Fetal Fraxulus","233","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 233 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 233 - Fetal Fraxulus.jpg","True","cards/RE-011789.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20233%20-%20Fetal%20Fraxulus.jpg"
"RE-011790","Fetal Fraxulus","234","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 234 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 234 - Fetal Fraxulus.jpg","True","cards/RE-011790.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20234%20-%20Fetal%20Fraxulus.jpg"
"RE-011791","Fetal Fraxulus","235","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 235 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 235 - Fetal Fraxulus.jpg","True","cards/RE-011791.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20235%20-%20Fetal%20Fraxulus.jpg"
"RE-011792","Fetal Fraxulus","236","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 236 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 236 - Fetal Fraxulus.jpg","True","cards/RE-011792.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20236%20-%20Fetal%20Fraxulus.jpg"
"RE-011793","Fetal Fraxulus","237","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 237 - Fetal Fraxulus.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 237 - Fetal Fraxulus.jpg","True","cards/RE-011793.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20237%20-%20Fetal%20Fraxulus.jpg"
"RE-011794","Mystical Visitor","238","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 238 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 238 - Mystical Visitor.jpg","True","cards/RE-011794.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20238%20-%20Mystical%20Visitor.jpg"
"RE-011795","Mystical Visitor","239","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 239 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 239 - Mystical Visitor.jpg","True","cards/RE-011795.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20239%20-%20Mystical%20Visitor.jpg"
"RE-011796","Mystical Visitor","240","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 240 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 240 - Mystical Visitor.jpg","True","cards/RE-011796.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20240%20-%20Mystical%20Visitor.jpg"
"RE-011797","Mystical Visitor","241","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 241 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 241 - Mystical Visitor.jpg","True","cards/RE-011797.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20241%20-%20Mystical%20Visitor.jpg"
"RE-011798","Mystical Visitor","242","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 242 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 242 - Mystical Visitor.jpg","True","cards/RE-011798.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20242%20-%20Mystical%20Visitor.jpg"
"RE-011799","Mystical Visitor","243","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 243 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 243 - Mystical Visitor.jpg","True","cards/RE-011799.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20243%20-%20Mystical%20Visitor.jpg"
"RE-011800","Mystical Visitor","244","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 244 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 244 - Mystical Visitor.jpg","True","cards/RE-011800.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20244%20-%20Mystical%20Visitor.jpg"
"RE-011801","Mystical Visitor","245","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 245 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 245 - Mystical Visitor.jpg","True","cards/RE-011801.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20245%20-%20Mystical%20Visitor.jpg"
"RE-011802","Mystical Visitor","246","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 246 - Mystical Visitor.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 246 - Mystical Visitor.jpg","True","cards/RE-011802.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20246%20-%20Mystical%20Visitor.jpg"
"RE-011803","Fetal Deceit Phil","247","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 247 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 247 - Fetal Deceit Phil.jpg","True","cards/RE-011803.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20247%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011804","Fetal Deceit Phil","248","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 248 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 248 - Fetal Deceit Phil.jpg","True","cards/RE-011804.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20248%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011805","Fetal Deceit Phil","249","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 249 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 249 - Fetal Deceit Phil.jpg","True","cards/RE-011805.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20249%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011806","Fetal Deceit Phil","250","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 250 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 250 - Fetal Deceit Phil.jpg","True","cards/RE-011806.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20250%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011807","Fetal Deceit Phil","251","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 251 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 251 - Fetal Deceit Phil.jpg","True","cards/RE-011807.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20251%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011808","Fetal Deceit Phil","252","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 252 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 252 - Fetal Deceit Phil.jpg","True","cards/RE-011808.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20252%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011809","Fetal Deceit Phil","253","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 253 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 253 - Fetal Deceit Phil.jpg","True","cards/RE-011809.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20253%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011810","Fetal Deceit Phil","254","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 254 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 254 - Fetal Deceit Phil.jpg","True","cards/RE-011810.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20254%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011811","Fetal Deceit Phil","255","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 255 - Fetal Deceit Phil.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 255 - Fetal Deceit Phil.jpg","True","cards/RE-011811.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20255%20-%20Fetal%20Deceit%20Phil.jpg"
"RE-011812","Astral Galexic","256","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 256 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 256 - Astral Galexic.jpg","True","cards/RE-011812.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20256%20-%20Astral%20Galexic.jpg"
"RE-011813","Galexic","257","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 257 - Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 257 - Galexic.jpg","True","cards/RE-011813.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20257%20-%20Galexic.jpg"
"RE-011814","Astral Galexic","258","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 258 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 258 - Astral Galexic.jpg","True","cards/RE-011814.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20258%20-%20Astral%20Galexic.jpg"
"RE-011815","Astral Galexic","259","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 259 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 259 - Astral Galexic.jpg","True","cards/RE-011815.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20259%20-%20Astral%20Galexic.jpg"
"RE-011816","Astral Galexic","260","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 260 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 260 - Astral Galexic.jpg","True","cards/RE-011816.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20260%20-%20Astral%20Galexic.jpg"
"RE-011817","Astral Galexic","261","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 261 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 261 - Astral Galexic.jpg","True","cards/RE-011817.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20261%20-%20Astral%20Galexic.jpg"
"RE-011818","Astral Galexic","262","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 262 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 262 - Astral Galexic.jpg","True","cards/RE-011818.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20262%20-%20Astral%20Galexic.jpg"
"RE-011819","Astral Galexic","263","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 263 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 263 - Astral Galexic.jpg","True","cards/RE-011819.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20263%20-%20Astral%20Galexic.jpg"
"RE-011820","Astral Galexic","264","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 264 - Astral Galexic.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 264 - Astral Galexic.jpg","True","cards/RE-011820.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20264%20-%20Astral%20Galexic.jpg"
"RE-011821","Elexacon Angel","265","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 265 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 265 - Elexacon Angel.jpg","True","cards/RE-011821.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20265%20-%20Elexacon%20Angel.jpg"
"RE-011822","Elexacon Angel","266","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 266 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 266 - Elexacon Angel.jpg","True","cards/RE-011822.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20266%20-%20Elexacon%20Angel.jpg"
"RE-011823","Elexacon Angel","267","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 267 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 267 - Elexacon Angel.jpg","True","cards/RE-011823.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20267%20-%20Elexacon%20Angel.jpg"
"RE-011824","Elexacon Angel","268","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 268 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 268 - Elexacon Angel.jpg","True","cards/RE-011824.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20268%20-%20Elexacon%20Angel.jpg"
"RE-011825","Elexacon Angel","269","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 269 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 269 - Elexacon Angel.jpg","True","cards/RE-011825.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20269%20-%20Elexacon%20Angel.jpg"
"RE-011826","Elexacon Angel","270","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 270 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 270 - Elexacon Angel.jpg","True","cards/RE-011826.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20270%20-%20Elexacon%20Angel.jpg"
"RE-011827","Elexacon Angel","271","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 271 - Elexacon Angel.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 271 - Elexacon Angel.jpg","True","cards/RE-011827.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20271%20-%20Elexacon%20Angel.jpg"
